content;score;date;version;app_name;sentiment_label;sentiment_score;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros
Esse aplicativo do Santander tá complicado não tá dando mais p trabalhar agora eles inventaram esse tal de ID que não funciona só atrapalha a gente p pagar e fazer Pix vou trabalhar com outro Banco;1;2026-01-01 11:50:02;25.9.1.3;Santander;negative;0.929788053035736;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UM LIXO!!! SÓ FUNCIONA QUANDO QUER;1;2026-01-01 11:23:34;;Santander;negative;0.930131733417511;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mais de um dia sem conseguir acessar o aplicativo a para uma NECESSIDADE e está com ""problemas tecnicos"" . como confiar num banco assim? é um serviço essencial, desse jeito não dá. Não usem pois terão dor de cabeça.";1;2026-01-01 11:08:19;25.9.1.3;Santander;negative;0.8638875484466553;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
terrível;1;2026-01-01 08:57:26;25.9.1.3;Santander;negative;0.7325539588928223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aplicativo trava muito e vive em manutenção;2;2026-01-01 02:36:04;25.9.1.3;Santander;negative;0.8364698886871338;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
samsung Galaxy s8 PLUS, o aplicativo simplesmente parou de funcionar no momento que eu precisava fazer um PIX, me diz pra que serve um aplicativo com esse tipo de falha recorrente?!;1;2026-01-01 01:35:35;25.10.1.0;Santander;negative;0.9163023829460144;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
prometem um serviço mas depois não era o que eu esperava abri minha conta hoje e já vou encerrar o pior banco q existe Santander;1;2025-12-31 20:46:31;25.9.1.3;Santander;negative;0.9272440075874328;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
horrível péssimo recebir um Pix e não consigo enviar pra outra pessoa dar sempre q a conta da pessoa tá bloqueada sendo q faço Pix direto do meu outro banco;1;2025-12-31 20:36:45;25.9.1.3;Santander;negative;0.9204191565513612;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo cada vez pior...;2;2025-12-31 20:23:13;25.9.1.3;Santander;negative;0.9264100790023804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dentre todos os grandes bancos, esse app do Santander é o que tem o pior design!;1;2025-12-31 18:29:21;25.9.1.3;Santander;negative;0.7632966041564941;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
banco Ruim. todos os bancos pagaram o salário dia 31/12/2025. só essa carniça que nao;1;2025-12-31 16:37:11;25.9.1.3;Santander;negative;0.9392765164375304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Minha experiência horrível fui aprovado cartão de crédito FREE fatura fechada e ainda cartão físico não chegou já conversei chat pediu acompanhar pelo app, no o setor de investimento não está atualizado evolução patrimônio inconsistência de dados com B3;1;2025-12-31 16:34:52;25.9.1.3;Santander;negative;0.9171940088272096;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
vive fora do ar;1;2025-12-31 15:03:45;25.9.1.3;Santander;negative;0.6841052770614624;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
interface ta horrível;1;2025-12-31 14:04:34;;Santander;negative;0.9510546326637268;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
horrivel muita instabilidade;1;2025-12-31 12:15:06;25.9.1.3;Santander;negative;0.9596167802810668;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Muito Ruim Trava Muito;1;2025-12-31 11:58:27;25.9.1.3;Santander;negative;0.9347118735313416;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31/12/25 não está realizando pagamento pelo aplicativo, nunca fez isso.;4;2025-12-31 11:11:11;25.9.1.3;Santander;negative;0.5347133278846741;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NUNCA VI APLICATIVO TÃO HORRÍVEL É ERRO ENCIMA DE ERRO!!!!;1;2025-12-31 10:59:32;25.9.1.3;Santander;negative;0.956291139125824;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
FICOU HORRÍVEL ESSA ÚLTIMA ATUALIZAÇÃO DO APP,MUITO CONFUSO DE ENTENDER,QUE COISA HORROROSA!!!;1;2025-12-31 10:45:33;25.9.1.3;Santander;negative;0.9629954099655152;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Quem desenhou esse layout do app com toda certeza não tem conta no Santander e nunca precisou usar. Muito pouco funcional e cheio de termos técnicos. Tenho conta no Itaú e app é muito melhor. O app do Santander é um convite pra encerrar a conta.;1;2025-12-31 08:41:39;25.9.1.3;Santander;negative;0.8583173751831055;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
a cada atualização piora;1;2025-12-31 08:36:30;25.9.1.3;Santander;negative;0.7861813902854919;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mandei pix errado;4;2025-12-31 07:20:37;25.9.1.3;Santander;negative;0.6831451654434204;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo não abre de jeito nenhum, por ser um banco grande, deveria ter um aplicativo excelente, mas infelizmente o aplicativo simplesmente não funciona!;1;2025-12-31 06:55:14;;Santander;negative;0.8910405039787292;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Última atualização está péssima melhorem por favor 🙏🏾;1;2025-12-31 06:44:02;25.9.1.3;Santander;negative;0.9304638504981996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
péssima tenho conta corrente e não consigo acessar meu aplicativo;1;2025-12-30 23:41:12;25.9.1.3;Santander;negative;0.9128919839859008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
esse app está tento problemas para abrir ao inserir senha;2;2025-12-30 23:29:33;25.9.1.3;Santander;negative;0.8429114818572998;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não consigo acessar o Santander shopping....affs;1;2025-12-30 23:11:17;25.9.1.3;Santander;negative;0.9007752537727356;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
do nada parou de funcionar a biometria;1;2025-12-30 22:45:08;25.9.1.3;Santander;negative;0.8657354116439819;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
horrivel. nao finciona;1;2025-12-30 20:54:11;25.9.1.3;Santander;negative;0.9423155784606934;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lixo a empresa mandou abrir essa conta mais não estou conseguindo;1;2026-01-05 16:17:59;4.73.1;Bradesco;negative;0.927684247493744;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
péssimo, horrível, precisa melhorar muito, cheio de bug;1;2026-01-05 16:06:41;;Bradesco;negative;0.9559218287467957;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
abrir minha conta no banco do Bradesco e até agora só tô tendo problema meu banco fica dando agência inválida sendo que eu já fui no banco mais até agora nada foi resolvido;2;2026-01-05 15:58:32;4.73.1;Bradesco;negative;0.8447002172470093;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
O App é fácil de usar qdo funciona. Desde hj de manhã não estou conseguindo acessar a minha conta.;3;2026-01-05 15:37:59;;Bradesco;negative;0.8144189715385437;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pior banco de todos os tempos é esse , todo dia é um erro diferente banco lixo do em todas as opções e ocasiões;1;2026-01-05 14:14:18;4.73.1;Bradesco;negative;0.9594713449478148;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1
o aplicativo é lento e não está abrindo corretamente e nem atende as minhas necessidades;1;2026-01-05 13:58:51;4.74.0;Bradesco;negative;0.864244818687439;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Não funciona no redmi 14C;1;2026-01-05 13:46:16;4.73.1;Bradesco;negative;0.7128494381904602;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo cheio de erros no uso fora q se vc precisar de atendimento via chat nunca consegui ser atendido a cada atualização do aplicativo pior fica :(;1;2026-01-05 13:39:18;4.72.0;Bradesco;negative;0.9332175850868224;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
n está funcionando bem;2;2026-01-05 13:00:22;4.73.1;Bradesco;negative;0.8399412035942078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
o app tem a função de cancelar cartão mas não funciona e manda ligar pro fone fácil. Eu ativei pelo app não pelo done fácil isso é só pra dificultar a vida do cliente. No fone fácil a ligação cai ou eles desligam na sua cara.;1;2026-01-05 12:57:40;4.74.0;Bradesco;negative;0.7691018581390381;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
criei a conta ontem, fiz um pix pra ela e hoje consta como agência inválida. não consigo acessar a conta pelo app, nem pelo atendimento por telefone pq nao reconhece meu CPF! péssimo, simplesmente não consigo utilizar meu dinheiro;1;2026-01-05 12:55:26;;Bradesco;negative;0.9427545070648192;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
por enquanto experiência horrível, tento fazer a conta e sempre fala que tá sem conexão sendo que a conexão está ótima.;1;2026-01-05 11:50:44;4.73.1;Bradesco;negative;0.9194353222846984;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
O app fica dando erro toda vez, não carrega as informações e sai da conta;1;2026-01-05 11:35:33;;Bradesco;negative;0.8195552825927734;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
muito ruim, não funcina quase nunca;1;2026-01-05 11:34:02;4.73.1;Bradesco;negative;0.943077266216278;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
muito difícil de realizar o primeiro acesso, da bastante erro!!! e não conseguimos ajuda para resolver;1;2026-01-05 11:23:39;4.73.1;Bradesco;negative;0.8922315239906311;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
o ruim do aplicativo se agente esquecer o número da conta ou da agência não consegue entrar 😢 poderia melhorar o aplicativo mais;5;2026-01-05 11:18:24;4.73.1;Bradesco;negative;0.9048362374305724;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo muito ruim 3 dias que tento abrir uma conta e não consigo fica em analise;1;2026-01-05 11:17:57;;Bradesco;negative;0.940240204334259;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
app muito instável;3;2026-01-05 11:17:10;4.73.1;Bradesco;negative;0.9586074352264404;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
meu celular não está aceitando o app do Bradesco o que devo fazer;5;2026-01-05 10:55:44;4.73.1;Bradesco;negative;0.8153676390647888;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
banco horrível.;1;2026-01-05 10:47:55;4.73.1;Bradesco;negative;0.9460774660110474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
não consigo abrir o aplicativo do Bradesco;1;2026-01-05 10:27:28;4.74.0;Bradesco;negative;0.7827000617980957;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
horrível fiz uma conta pelo App ontem hoje a conta simplesmente falou que a agência estava errada e não entra mais perdi meu tempo e meu dinheiro que está lá e não consigo tira e meu CPF está vinculado ao pix e não posso tira péssimo banco. é outra liguei pro banco agora vou ter que esperar 7 dias pra resolver.;1;2026-01-05 10:26:10;4.73.1;Bradesco;negative;0.9412447810173036;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
banco ladrão;1;2026-01-05 10:12:38;4.73.1;Bradesco;negative;0.9177506566047668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
péssimo! tentei fazer uma conta estando conectada à internet e o app estava notificando que eu não tinha internet!;1;2026-01-05 09:21:23;4.73.1;Bradesco;negative;0.9136194586753844;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
app não funciona nao entra , mais de um mês que tento entrar na minha conta e não consigo;1;2026-01-05 09:08:12;4.73.1;Bradesco;negative;0.8310619592666626;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo com alguns bugs e pouco prático em alguns aspectos. Já foram inseridos descontos não autorizados, os quais não podem ser cancelados pelo cliente, o que caracteriza fraude e até crime.;2;2026-01-05 09:07:51;4.73.1;Bradesco;negative;0.8718929886817932;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
péssimo devia ter melhoras no app;2;2026-01-05 07:07:10;4.73.1;Bradesco;negative;0.9159851670265198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
estou com problema no aplicativo não abre...;1;2026-01-05 07:05:44;4.74.0;Bradesco;negative;0.7844519019126892;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ha dias está aparecendo um limite crédito para mim, quando vou finalizar sempre dá erro de conexão. várias vezes tentei entrar em contato com o suporte e não responde em nada.;1;2026-01-05 06:43:15;4.64.0;Bradesco;negative;0.7690345644950867;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
estou com problemas para criar uma conta, espero que resolvam esse erro na linha de comandos, ou talvez seja só cmg de qualquer forma espero poder usar o bradesco futuramente;2;2026-01-05 00:00:14;;Bradesco;negative;0.6761617064476013;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
pra mim não está sendo útil pois toda vez q vou entra no aplicativo não entra trava;1;2026-01-04 23:38:42;;Bradesco;negative;0.8522624373435974;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
péssimo, trava toda HR, mandaram cartão errado, tem q mofar na agência p desbloquear, não resolve nada de forma online, de todos que tive foi o pior;1;2026-01-04 23:09:20;4.74.0;Bradesco;negative;0.9478442072868348;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
o app não ABRE,Fica dando a mensagem que eu não tenho internet 🛜 no wi fi a mesma coisa consertem por gentileza;1;2026-01-04 22:41:29;4.73.1;Bradesco;negative;0.851874053478241;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gostaria que fizessem análises constantes para aumentar limite do cheque especial e cartão de crédito um cheque especial de 212 e cartão de 450 sem propostas de aumento fica difícil e eu uso constantemente;3;2026-01-04 22:23:12;4.74.0;Bradesco;negative;0.7405718564987183;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
não estou conseguindo acessar esta dando sem Internet, mais tenho ja fiz tudo q pediram e esta do mesmo geito;1;2026-01-04 22:16:46;4.64.0;Bradesco;negative;0.7869442701339722;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não consigo acessar o aplicativo pois diz não ser compatível com o meu dispositivo que é um redmi note 13. vocês precisam resolver este problema;1;2026-01-04 21:03:47;;Bradesco;negative;0.8049353361129761;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ridículo, não deixa abrir a conta de jeito nenhum;1;2026-01-04 20:34:18;4.73.1;Bradesco;negative;0.9276822209358216;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
O app não tem muita opção de uso como os outros app de bancos,tem que ter atualizar e colocar mas coisas inclusive o pagamento pelo Pix em vez só com boleto,porque não colocaram ainda essa opção pagar com Pix?Os outros app já tem essa opção de pagamento, é mais prático e rapido;4;2026-01-04 20:15:24;;Bradesco;negative;0.620093047618866;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Eu como estou usando agora eu acho um banco um pouco complicado ao meu ver...;2;2026-01-04 20:09:44;4.73.1;Bradesco;negative;0.8203568458557129;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Péssimo! deveriam ter vergonha na cara por oferecer um serviço.;1;2026-01-04 18:59:44;4.38.6;Bradesco;negative;0.9572622776031494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
quero acessar a minha conta mais a senha tá cancelada;1;2026-01-04 17:25:13;;Bradesco;negative;0.7582280039787292;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
o aplicativo é muito lento, apresenta muitos inconsistências. Estar pior a cada dia! horrorosooooo.;1;2026-01-04 15:16:38;4.74.0;Bradesco;negative;0.958122193813324;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
trava muito;1;2026-01-04 14:54:33;4.74.0;Bradesco;negative;0.7996909022331238;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pior app de bancos que existe pra logar precisa colocar agência e conta quem em 2026 que lembra essas informações, faça igual os demais que precisa do CPF. Só uso pq a empresa obrigou a mudar pra esse banco.;1;2026-01-04 12:14:57;4.73.1;Bradesco;negative;0.5753120183944702;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A função de consulta a agendamentos não funciona no Tablet Sansung S9. Já informamos duas vezes e até hoje não consertaram. Se quer respondem...;4;2026-01-04 11:25:53;4.74.0;Bradesco;negative;0.7594634294509888;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Continuo achando o app de fácil uso e muito prático o motivo das 4 estrelas é a mensagem do saldo , não a mensagem em si que gosto de receber mas o conteúdo que mudou , estão somando o saldo com o limite e isso pode levar ao erro e fazer pessoas gastarem o limite sem saber eu acho até que legalmente isso pode ser um erro de vcs , o segundo motivo e que vou ter que ficar fazendo conta de subtrair para saber meu saldo , esquece as 4 estrelas vai ser 3 isso e muito chato😱;3;2026-01-04 09:49:00;4.73.1;Bradesco;negative;0.894254207611084;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
eu amo usar Bradesco, limite mais alto, mais tá acontecendo muitas falhas no aplicativo, na hora de entrar fala que quero parar o aplicativo ou aguardar, na hora de manda pix trava, ou as vezes aparece concluído mais não volta pra tela inicial e nem aparece o comprovante pra compartilhar, aí tem que sair e entrar e pra pegar o comprovante de pix, se eu desinstalar tem que é reinstalar, tem que ir no banco pra conseguir entrar pelo cair eletrônico, porfavor melhore o aplicativo.;1;2026-01-04 09:47:13;;Bradesco;negative;0.8132243752479553;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
o aplicativo nao abra tida vez que aciono tenho que tentar uma 4 vezes entao esta ruim;4;2026-01-04 08:32:17;4.73.1;Bradesco;negative;0.883481502532959;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
espero que eu consiga renegociar o pagamento do crédito pessoal 😔;2;2026-01-04 08:14:20;4.74.0;Bradesco;negative;0.6169009208679199;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
pq minha senha cancelou eu queria trocar de número pra pode da certo de cancelar;1;2026-01-04 00:32:40;4.74.0;Bradesco;negative;0.7121984958648682;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Agora não lê mais código de barras nem qr code....;3;2026-01-03 23:20:47;4.74.0;Bradesco;negative;0.6233411431312561;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
muito protocolo para encerrar uma conta;1;2026-01-03 21:07:17;4.73.1;Bradesco;negative;0.6479895114898682;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
trava as vezes.;4;2026-01-03 20:16:33;4.74.0;Bradesco;negative;0.8854115009307861;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
péssimo aplicativo, lento demais quando funciona, estou pensando em mudar de banco por causa desse...;1;2026-01-03 19:00:29;4.73.1;Bradesco;negative;0.948385775089264;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Precisa de uma atualização urgente. Só trava esta péssimo. muita gente comenta e Bradesco não faz nada. Só responde elogios.;1;2026-01-03 18:13:14;4.73.1;Bradesco;negative;0.9379397630691528;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nunca vi aplicativo de banco tão ruim,não tenho acesso e manda trocar a senha e da erro;1;2026-01-03 17:42:53;4.74.0;Bradesco;negative;0.9278149604797364;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Acho que vcs deveriam deixar o app mais rápido, pois comparando com apps de outros bancos, vcs ficam devendo nessa questão.;3;2026-01-03 17:35:33;4.74.0;Bradesco;negative;0.7060882449150085;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
está instável. não mostra tudo que precisamos. uma hora ele é funcional outra nao abre.;1;2026-01-03 16:55:18;4.74.0;Bradesco;negative;0.8896554112434387;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
4 de 5 vezes que tento acessar o aplicativo está offline e não consigo acessar a conta. qual o problema de vocês. se temos a conta é pra usar.... até quando vai acontecer isso?;1;2026-01-03 15:50:26;4.74.0;Bradesco;negative;0.7607862949371338;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
serviço desse banco é pessimo pqp se for usar ele no computador é pior eu to tentando a dias aumentar o limite de transação e simplesmente não consigo por nada pq o serviço deles é péssimo e pra piorar tiraram a agencia perto de casa e colocaram longe pakas pra dificultar mais a vida de quem tem esse banco com td certeza vou mudar de banco não aguento mais me estressar;1;2026-01-03 14:54:52;4.73.1;Bradesco;negative;0.9552271366119384;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
pessimo, meu celular é mais antigo e agora diz que não é maia compatível com a versao.;1;2026-01-03 14:36:14;;Bradesco;negative;0.8698687553405762;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Pior aplicativo de banco que uso, tudo muito ruim de achar;1;2026-01-03 13:19:31;4.73.1;Bradesco;negative;0.9538196325302124;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Não permite desligar o débito automático pelo app, não estou conseguindo gerar o PDF da fatura já fechada. Fatura fechada não chega no e-mail.;1;2026-01-03 12:31:18;;Bradesco;negative;0.7474498748779297;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
